415021,Podlipoglav,to_center
102051,Podmilščakova,to_center
102052,Podmilščakova,from_center
703052,Podmornica,from_center
703051,Podmornica,to_center
715122,Podolnica,from_center
715121,Podolnica,to_center
745052,Podpeč,from_center
745051,Podpeč,to_center
725122,Podreber/Polh.G.,from_center
725121,Podreber/Polh.G.,to_center
715032,Podsmreka GD,from_center
715031,Podsmreka GD,to_center
715052,Podsmreka pri Gorjancu,from_center
715051,Podsmreka pri Gorjancu,to_center
715042,Podsmreka Rotar,from_center
715041,Podsmreka Rotar,to_center
804221,Podutik,to_center
103061,Pohorskega bataljona,to_center
103062,Pohorskega bataljona,from_center
203011,Pokopališka,to_center
203012,Pokopališka,from_center
104121,Polanškova,to_center
104122,Polanškova,from_center
726012,Polhov Gradec,from_center
726011,Polhov Gradec,to_center
402022,Poliklinika,from_center
402021,Poliklinika,to_center
502011,Poljanska,to_center
502012,Poljanska,from_center
304071,Polje,to_center
304074,Polje,to_center
304072,Polje,from_center
304073,Polje,from_center
825031,Polje obračališče,to_center
304081,Polje-kolodvor,to_center
304082,Polje-kolodvor,to_center
601011,Pošta,to_center
404041,Pošta Dobrunje,to_center
404042,Pošta Dobrunje,from_center
303051,Pot na Fužine,to_center
303052,Pot na Fužine,from_center
603072,Pot na Rakovo jelšo,from_center
603071,Pot na Rakovo jelšo,to_center
104141,Pot v Hrastovec,to_center
104142,Pot v Hrastovec,from_center
104131,Pot v Smrečje,to_center
104132,Pot v Smrečje,from_center
825012,Povodje,from_center
825011,Povodje,to_center
304011,Preglov trg,to_center
304012,Preglov trg,from_center
202021,Prekmurska,to_center
202022,Prekmurska,from_center
703062,Preval,from_center
703061,Preval,to_center
406042,Prežganje Š.,from_center
406041,Prežganje Š.,to_center
406031,Prežganje Š. K.,to_center
406032,Prežganje Š. K.,from_center
415072,Pri Dogonivar,from_center
415071,Pri Dogonivar,to_center
415092,Pri Dolencu,from_center
415091,Pri Dolencu,to_center
604052,Pri Maranzu,from_center
604051,Pri Maranzu,to_center
704081,Pri Poku,to_center
415082,Primožev ovinek,from_center
415081,Primožev ovinek,to_center
104113,Primožičeva,from_center
602111,Privoz,to_center
602112,Privoz,from_center
804021,Prušnikova,to_center
804022,Prušnikova,from_center
804181,Pržan,to_center
103041,Puhova,to_center
103042,Puhova,from_center
704072,Radna,from_center
503021,Rakovnik,to_center
503022,Rakovnik,from_center
403061,Rast,to_center
403062,Rast,from_center
104211,Rašica,to_center
104212,Rašica,from_center
505052,Razdrto,from_center
505051,Razdrto,to_center
714042,Razori K,from_center
714041,Razori K,to_center
714032,Razori Rogovilc,from_center
714031,Razori Rogovilc,to_center
100021,Razstavišče,to_center
100022,Razstavišče,from_center
204161,Reaktor,to_center
204162,Reaktor,from_center
505022,Reber pri Škofljici,from_center
505021,Reber pri Škofljici,to_center
803014,Remiza,from_center
825042,Repnje Benk,from_center
825041,Repnje Benk,to_center
825062,Repnje kapelica,from_center
825061,Repnje kapelica,to_center
825052,Repnje samostan,from_center
825051,Repnje samostan,to_center
204031,Rog,to_center
204032,Rog,from_center
104111,Rogovilc,to_center
104112,Rogovilc,from_center
502022,Roška,from_center
502021,Roška,to_center
502024,Roška,from_center
203022,Rožičeva,to_center
203021,Rožičeva,from_center
703012,Rožna dolina,from_center
703011,Rožna dolina,to_center
504031,Rudnik,to_center
504033,Rudnik,to_center
504032,Rudnik,from_center
304031,Rusjanov trg,to_center
304032,Rusjanov trg,from_center
103131,Ruski car,to_center
103132,Ruski car,from_center
614062,Rutar,from_center
614061,Rutar,to_center
415012,Sadinja vas,from_center
415011,Sadinja vas,to_center
102011,Samova,from_center
102012,Samova,to_center
505071,Sap,to_center
505072,Sap,from_center
204201,Saturnus,to_center
104051,Sava,to_center
104052,Sava,from_center
104054,Sava,from_center
104011,Savlje,to_center
202031,Savske stolpnice,to_center
202032,Savske stolpnice,from_center
